Taisha Abelar	Donde cruzan los brujos	https://covers.openlibrary.org/b/id/13575214-L.jpg	¡Déjanos nosotros vivir! ¡Queremos ser felices! ¡Queremos ser libres! ¡Queremos ser sabios! ¡Queremos ser amados! ¡Queremos ser ricos! ¡Queremos ser... Queremos ser... Queremos ser... ¡Queremos ser! ¡Por qué todos los que queremos ser, queremos ser lo mismo? ¡Por qué todos los que queremos ser, queremos ser lo mismo? ¡Por qué todos los que queremos ser, queremos ser lo mismo? ¡Por qué todos los que queremos ser, queremos ser lo mismo? ¡Por qué todos los que queremos ser, queremos ser lo mismo? ¡Por qué todos los que queremos ser, queremos ser lo mismo? ¡Por qué todos los que queremos ser,
Robert Abernathy	El año 2000	https://covers.openlibrary.org/b/id/7320017-L.jpg	¡Este libro es un clásico! Robert Abernathy nos cuenta con detenimiento y pasión la historia de la humanidad desde el comienzo de la era cristiana hasta nuestros días. Abernathy es un gran narrador y nos lleva a descubrir la historia de la ciencia, la tecnología y la filosofía en un viaje que podríamos comparar con una gran novela. El año 2000 es una obra maestra de divulgación que ha sido elegida por los principales periódicos y revistas como una de las mejores obras de divulgación de la historia.
Wallis Jam Abnet Dan Vicent Nick	Los martillos de ulric		¡Ulric es un chico común! Y eso es lo que más le agrada a sus amigos, que esa sea su condición. Pero Ulric es también un chico especial, porque tiene el don de la telequinesis. Un día, Ulric descubre que puede golpear con sus manos sin tocarlas, y a partir de ahí, todo cambia: Ulric es el héroe de esta maravillosa y original historia, en la que el lector se va disfrutando de una lectura divertida, llena de sorpresas y emoción.
Pedro Simon Abril	La etica de aristoteles		2.500 años después de su muerte, Aristóteles sigue siendo uno de los pensadores más influyentes de la historia de la humanidad. En La etica de Aristóteles, Pedro Simón Abril nos hace viajar a la Atenas antigua para descubrir la filosofía de Aristóteles. Abril nos explica con claridad y concisión la doctrina ética de Aristóteles, y cómo es que sigue siendo actual y relevante para nuestros días.
Jorge Accame	Cumbia	https://covers.openlibrary.org/b/id/3348809-L.jpg	¡Cumbia, la novela más loca del año! Un libro que se puede leer mientras bailas la cumbia, porque es tan divertido que te va a hacer reír y bailar. Jorge Accame nos presenta en Cumbia a un personaje increíble: un periodista que decide cambiar el mundo con la cumbia, pero que no consigue que se vaya la cumbia de la radio para ponerle otra música. ¡Es tan gracioso que te va a hacer reír!
Jorge Accame	Queria taparla con algo		¡Quieres tapar un libro con algo! Términos y condiciones: el libro debe tener más de cien páginas; el regalo debe ser algo de valor equivalente o superior al libro; el libro debe estar en buen estado y la entrega debe ser en persona. Envíanos un correo electrónico a info@acmeeditorial.com con la información detallada del libro y el regalo.
Ruiz Acebron	El sueño en la literatura castellana medieval		1200 años de sueños: del Cantar de Mío Cid al Quijote. A partir de las obras más representativas de la literatura castellana medieval, desde el Cantar de Mío Cid hasta el Quijote, se analizan los sueños de los personajes y se reflexiona sobre su significado. A través de esta selección de ejemplos se muestra que los sueños no solo son una constante de la literatura sino que también son una constante del ser humano.
Eduardo Acevedo Diaz	Brenda		2012 es el año de Brenda, la nueva superestrella del pop latino. Ahora, con el lanzamiento de su tercer álbum, Brenda asume el liderazgo del pop latino, con éxitos como "Dime Que Me Quieres", "Qué Será De Mí" y "Un Pacto Entre Los Dos".
Eduardo Acevedo Diaz	El combate de la tapera		¡Atención! El combate de la tapera es el primer libro infantil de la autoría de Eduardo Acevedo Díaz, publicado por Ediciones B. Esta obra, dirigida para niños de entre cinco y diez años, narra la historia de Tapera, una pequeña pulga que, con ayuda de sus amigos, supera sus miedos para convertirse en una verdadera heroína. El libro, ilustrado por Nuria Basterrechea, cuenta con un estilo humorístico y educativo, que invita a los niños a despertar su imaginación y a la hora de leer, a sonreír y a aprender valores como la amistad y la perseverancia.
Eduardo Acevedo Diaz	Grito de gloria	https://covers.openlibrary.org/b/id/11325628-L.jpg	¡Grito de gloria! es un libro que aborda temas tan diversos como la vida, la muerte, el amor, la felicidad, la tristeza, el lenguaje, la belleza, la justicia, la libertad, la solidaridad, la justicia social, el poder, la religión, la cultura, la historia, la ciencia, la política, la paz, la guerra, la democracia y el amor por la patria.
Eduardo Acevedo Diaz	Ismael	https://covers.openlibrary.org/b/id/5853550-L.jpg	¡Esperando que sean tantas como para llenar un teatro!
Eduardo Acevedo Diaz	Nativa	https://covers.openlibrary.org/b/id/11622355-L.jpg	¡Nativa! es el diario de una adolescente lleno de humor, ironía, sarcasmo y situaciones realistas. En este libro, Eduardo Acevedo Diaz nos lleva al mundo de la adolescencia con un lenguaje moderno y real.
Segundo Acha	Miramar, cien años de anecdotario historico		100 historias, anécdoticos y curiosos, de Miramar, que es más que un pueblo, es la ciudad más antigua de Cuba. Segundo Acha recorre la historia del lugar desde los tiempos en que los Taínos le dieron esa denominación, hasta hoy. Con fotografías, dibujos, cartas postales y documentos, Acha nos muestra cómo se ha ido desarrollando este pueblo que es tan importante para Cuba.
Frater Achad	El caliz del extasis		¡Esperemos que no sean tantos como el de la Virgen! Frater Achad, un autor británico misterioso y escasamente conocido, nos lleva en El caliz del extasis a la historia de un anciano que se retira a una abadía para vivir el resto de sus días. Pero todo se complica cuando se une a un grupo de monjes en la búsqueda de la iluminación. El libro cuenta con una narrativa sencilla y un toque místico que se suma a la trama. Esperemos que este libro no siga la misma suerte que la de la Virgen.
Peter Ackroyd	Los lamb de londres	https://covers.openlibrary.org/b/id/13981958-L.jpg	2011 es el año de las conmemoraciones del 400 aniversario de la muerte de William Shakespeare. Este libro, que es parte de la serie "English Icons", del autor Peter Ackroyd, es una reflexión sobre el teatro londinense y el clima cultural en el que vivió Shakespeare. "Los Lamb de Londres" es un libro que aborda temas como la vida de los actores, la creación de un teatro y la relación entre la ciudad y el teatro.
Soledad Acosta De Samper	Los piratas de cartagena		1610. Los ingleses han ocupado Cartagena de Indias y están preparados para hacerse con el tesoro de la ciudad. Pero los defensores, conscientes de que se trata de la llave de las Indias, se preparan para luchar hasta el último hombre. Un gran relato histórico, con una trama emocionante y una gran trama de espionaje.
Soledad Acosta De Samper	Novelas y cuadros de la vida suramericana	https://covers.openlibrary.org/b/id/4268300-L.jpg	¡Las novelas y cuadros de la vida suramericana de Soledad Acosta de Samper es un libro que recorre la historia de las mujeres en el continente! A través de la literatura, de la pintura y de la historia, esta autora nos lleva por las manos por las más bellas y más importantes obras de la literatura y el arte suramericanos. Un texto en el que las mujeres suramericanas aparecen como protagonistas y se les reconoce su importancia en la historia y en la cultura.
Hernando Acuña	Cuatro poemas	https://covers.openlibrary.org/b/id/4330776-L.jpg	¡Encuentra a Hernando Acuña en un tono poético y desgarrador! Acuña recopila en este libro cuatro poemas que recuerdan, lamentan y celebran la vida de cuatro personas: su madre, su padre, su esposa y su hijo. Estos versos, escritos con el corazón y el alma, se unen con el lenguaje, el ritmo y el sonido para crear obras maestras que, conmoción y alegría, nos llevan a la intima esencia de lo que es ser seres humanos.
Hernando Acuña	Sonetos	https://covers.openlibrary.org/b/id/5229495-L.jpg	75 poemas de amor, lirismo, melancolía y nostalgia. Sonetos es el último libro de poesía de Hernando Acuña, quien se retira de la literatura para dedicarse completamente a la pintura. Sonetos es un libro de despedida, pero también de agradecimiento, porque en estos versos Acuña reconoce a los que han sido importantes en su vida y en su carrera como escritor y artista.
Nan Adam 9 Dz	Historia erotica	https://covers.openlibrary.org/b/id/6035492-L.jpg	¡Este libro es una revelación! Historia erotica, de Nan Adam 9 Dz, es una historia de amor, pero de una forma completamente diferente a lo que estás acostumbrado. Nan Adam 9 Dz te lleva de la mano a través de un viaje de descubrimiento sexual. Un viaje que despertará los sentidos más ocultos de tu ser. A través de este libro, Nan Adam 9 Dz te enseñará cómo disfrutar de la vida de una forma completamente nueva. ¡Esperamos que disfrutes de Historia erotica, de Nan Adam 9 Dz!
Douglas Adams	Dirk gently, agencia de investigaciones		¡Por fin, llega la segunda parte de la increíble trilogía de Dirk Gently! Cuando Dirk y su compañera, el agente holístico de investigaciones, descubren que el tiempo está desordenándose, se ve obligado a intervenir en un asunto mucho más grave de lo que esperaban. Con su hábil sentido del humor, el autor de las memorables obras Guía galáctica para viajeros y El restaurante del fin del mundo, nos presenta una novela de ciencia ficción llena de sorpresas, en la que los mundos paralelos, la realidad y la muerte se cruzan de maneras inesperadas.
Douglas Adams	El don de volar	https://covers.openlibrary.org/b/id/3328994-L.jpg	¡No puedes dejar de leerlo! Es una obra maestra de la literatura, un libro que revolucionó la ciencia ficción. Douglas Adams, autor de la famosa serie de televisión Monty Python, es también el creador de esta saga de ciencia ficción que comienza con este libro y que sigue con la trilogía de los viajes del Sofa.
Douglas Adams	El joven zaphod y un trabajo seguro		¡Hola, Zaphod!, gritó Ford Prefect, un poco asustado, al androide que se acercaba. La reacción de Zaphod fue un poco extraña: se asombró y se sonrió y se dijo: ¡Hola, Ford!. Algo pareció haberse deslocado en la cabeza de Ford, que le dio la impresión de que se había perdido en el centro de una comedia de situaciones, en la que él era el único que no sabía que se estaba desarrollando alrededor de él.
Douglas Adams	El restaurante del fin del mundo	https://covers.openlibrary.org/b/id/8171393-L.jpg	5 supervivientes de una catástrofe que ha acabado con la humanidad se reúnen en un restaurante de Londres para pasar el resto de sus días comiendo y bebiendo. Pero el fin del mundo llega antes de lo que esperaban. Douglas Adams nos regala un libro que combina la comedia, la ciencia ficción y la filosofía.
Douglas Adams	Guia del autoestopista galactico		¡Qué maravilloso libro!, ¡Qué maravilloso autor!, ¡Qué maravilloso libro escrito por un autor maravilloso!. Douglas Adams es un autor divertido y entrañable, que me encanta. Me ha encantado desde el primer momento que leí “La trilogía de la vida, el universo y todo lo demás” y ahora me ha encantado de nuevo con “Guía del autoestopista galáctico”. Douglas Adams, cuya gran pasión es la ciencia ficción, es un escritor que combina la ciencia, la fantasía y la comedia en una mezcla única y maravillosa, en la que la ciencia es lo más importante y lo más divertido de la ciencia ficción. En “Guía del autoestopista galáctico
Douglas Adams	Hasta luego y gracias por el pescado		1984, la revolución soviética, la Segunda Guerra Mundial, la conquista del espacio, el descubrimiento de la penicilina, la invención del teléfono, el cine sonido, la teoría de la relatividad, la teoría del big bang, la formación de los Andes, la aparición de la vida, la formación de la Tierra, la formación del Sistema Solar, la formación de la Vía Láctea y la formación de los primeros quarks. Todos estos hechos históricos y científicos son superados, en la escala de importancia, por la historia de Arthur Dent, un humilde habitante de la Tierra que se despierta un martes 15 de mayo para descubrir que se está construyendo una autop
Douglas Adams	Informe sobre la tierra: fundamentalmente inofensiva		¡Increíble! El autor de La Vida, el Universo y todo lo demás (y también de la trilogía de Dirk Gently) ha escrito un libro sobre el medio ambiente. Y es verdaderamente fundamentalmente inofensivo. Douglas Adams nos ha dejado un libro lleno de humor, sabiduría y ciencia para que sepasamos lo que realmente hay que hacer para salvar la Tierra.
Douglas Adams	La vida , el universo y todo lo demas	https://covers.openlibrary.org/b/id/7446706-L.jpg	¡Un libro cómico y divertido que se convirtió en película! El autor nos lleva por la mano a un viaje por el universo que nos hará reír y pensar. Un libro único que aborda temas como la vida, el universo y el significado de la misma con un toque de humor que no se olvida nunca. ¡Increíble!
Douglas Adams	Practicamente innocuo		¡Una nueva aventura de la Trilogía de la Vida, el Universo y todo lo demás! Douglas Adams, autor de la famosa saga, nos regala de nuevo su inigurable imaginación y su estilo irreverente en una nueva aventura de Arthur Dent, la tierra, el universo y todo lo demás. Acompañanos de nuevo a Arthur Dent en una nueva y sorprendente aventura en la que la muerte aparece como la menos de sus preocupaciones.
Richard Adams	La colina de watership	https://covers.openlibrary.org/b/id/10528441-L.jpg	La colina de Watership Down es un clásico de la literatura infantil y juvenil, escrita por Richard Adams en 1972. El libro cuenta la historia de una comunidad de conejos en busca de un hogar seguro, y es considerado uno de los mejores libros para niños y adultos jóvenes de la literatura británica.
Pete Y Nightingale Adams	Epoca de siembra		100 lecciones de vida para la juventud. Este libro es un libro para la juventud con 100 lecciones que han ayudado a muchos a superar cualquier dificultad que encuentran en su camino. Aunque el libro se dirige a la juventud, cualquier persona puede aprender con sus enseñanzas.
D. Adanost	Origen e historia de los montaraces del norte		¡Todo lo que siempre querías saber sobre los montaraces del norte! D. Adanost os presenta una nueva obra que aborda la historia de los montaraces del norte y su origen. Un libro que os hará viajar a través del tiempo y descubrir la realidad de los montaraces del norte. Un libro que os hará disfrutar de una lectura llena de anécdotas y curiosidades que habrán sorprendido a los historiadores. Un libro que os hará entender mejor la historia de los montaraces del norte.
Aravind Adiga	El tigre blanco		Índice, 2008, el año en que el escritor indio Aravind Adiga se llevó el Premio Man Booker con este libro. El tigre blanco es una novela de estilo realista que aborda temas como la corrupción política, el nepotismo y la desigualdad social en la India actual.
Elizabeth Adler	La esmeralda de los ivanoff		¡Hay muchas cosas que deben ocultarse en la familia de los Ivanoff! Los hijos de Dmitri y Tatiana, que viven en los Estados Unidos, están obsesionados con ocultar el pasado de sus padres, que han huido de Rusia después de la caída de la Unión Soviética. Pero cuando el padre de los Ivanoff es asesinado y se supone que la hija mayor, Marina, es la principal sospechosa, todo cambia. La esmeralda de los Ivanoff es una novela de misterio y suspense llena de enredos, secretos y peligros.
Jose B. Adolph	Persistencia		¡Este libro es una verdadera joya de lectura! Persistencia es una obra maestra de Jose B. Adolph, un libro que se lee con mucho interés y enseña a conseguir nuestros objetivos con una sola lección: la persistencia. Adolph nos enseña con ejemplos reales y con metáforas como el de la hormiga, que con esfuerzo y persistencia construye su montón de arena, el clásico ejemplo de la antigua leyenda de la cabra y el león, o el de la lluvia, que se desborda con la persistencia de caer, o la de las cucharadas de arena, que con la persistencia de llenar el vaso se llenan hasta llegar a ser una montaña.
Jose B. Adolph	Relatos	https://covers.openlibrary.org/b/id/6205802-L.jpg	12 cuentos cortos que hablan de los sentimientos más básicos de la humanidad. Los relatos se centran en el amor, la muerte, el dolor, la felicidad, el miedo y la esperanza. Hay historias de amor y de amigos y de esposos, de padres y de hijos, de amigos y de enemigos. Hay historias de muerte y de la vida. Hay historias de dolor y de felicidad, de miedo y de esperanza. Hay historias para que sepasas qué es la vida.
Jorge Adoum	Adonay	https://covers.openlibrary.org/b/id/11622355-L.jpg	¡El libro más esperado de 2012! El escritor suizo Jorge Adoum, autor de la trilogía que comenzó con La Maldición de los Urbinos, presenta la continuación de su epopeya, Adonay. Un viaje épico que recorre la historia desde la antigüedad hasta el presente.
Jorge Adoum	El libro que diviniza		¡Hazte dueño de las claves del éxito! El libro que diviniza es una guía práctica para lograr tu sueño profesional y personal. Cada uno de los 22 capítulos del libro te da las claves para llevar a cabo un cambio radical en tu vida. El autor, Jorge Adoum, es un experto en desarrollo personal, y su experiencia le ha permitido diseñar una serie de ejercicios prácticos y estrategias para ayudarte a lograr tus objetivos. El libro es fácil de leer, ameno y lleno de consejos prácticos que te ayudarán a crecer profesional y personalmente.
Jorge Adoum	La magia del verbo	https://covers.openlibrary.org/b/id/5231300-L.jpg	¡Este libro es una joya! La magia del verbo es el trabajo más reciente del autor de La lluvia del centauro, y es la culminación de una carrera de más de cincuenta años como escritor, periodista, académico y diplomático. En esta obra, Adoum nos muestra la importancia del lenguaje en nuestras vidas, y la necesidad de protegerlo como patrimonio cultural.
Jorge Adoum	Poderes	https://covers.openlibrary.org/b/id/4330776-L.jpg	¡Poderes! es el último libro del famoso filósofo chileno, que aborda la cuestión del poder desde una perspectiva filosófica y política, y que nos hace reflexionar sobre el significado del poder en nuestra sociedad y cómo podemos cambiarlo.
Jorge Adoum	Yo soy		¡Yo soy! es una obra escrita por Jorge Adoum en 1971. Esta obra es un conjunto de 137 poemas, que trata temas como la muerte, la muerte de la infancia, el amor, la lucha y el dolor. En ella, el autor, quien se define como un poeta de la revolución, hace un repaso por su vida, desde su infancia hasta el momento presente. El texto es un diálogo con el lector, en el que el autor se pone a cuestionar su ser y su papel en la vida.
Aleksandr Afanasiev	Cuentos folkloricos	https://covers.openlibrary.org/b/id/8112939-L.jpg	155 cuentos folclóricos rusos, que van desde la mitología eslava hasta las historias más singulares de la vida diaria. Un libro esencial para conocer la riqueza del folklore ruso y sus numerosas variaciones.
Aleksandr Afanasiev	El campesino, el oso y la zorra		¡Cuento de hadas para adultos! El campesino, el oso y la zorra es una de las obras más memorables del autor ruso Aleksandr Afanasiev. En esta fábula, un campesino deja en su choza un cesto de frutos y vuelve a trabajar en el campo. Cuando vuelve, encuentra que el oso ha comido todo, pero ha dejado la zorra con vida. El campesino decide perdonarle la vida a la zorra, que se convierte en su fiel amiga y le ayuda a proteger sus frutos de los depredadores.
Aleksandr Afanasiev	El gigante verliok		¡Este es el libro más temible de la literatura rusa! En una atmósfera de terror y misterio, Aleksandr Afanasiev cuenta la historia de Verliok, un hombre con una fuerza sobrenatural que es capaz de despedazar a un hombre con solo mirarle. ¡Un cuento de terror clásico que sigue siendo asombrosamente efectivo!
Aleksandr Afanasiev	El pez de oro	https://covers.openlibrary.org/b/id/7902849-L.jpg	1844. El zar Nicolás I le otorga el título de barón a Aleksandr Afanasiev por su labor como funcionario del Ministerio de Justicia. Pero Afanasiev, que siempre se ha sentido más atraído por la poesía que por la burocracia, decide abandonarlo todo y dedicarse a viajar por Europa, con el objetivo de encontrar el mitíaco pez de oro que supuestamente habita en los ríos del Cáucaso.
Aleksandr Afanasiev	El soldado y la mujer		1868. La guerra ruso-turca ha llegado a un punto muerto. El soldado Iván es herido y enviado a un hospital de campaña. Allí conoce a la enfermera Zoja, con la que se enamora. Pero la guerra no se detiene y Iván debe volver al frente.
Aleksandr Afanasiev	La bruja baba-yaga		¡Cuidado con la anciana que vive en la selva! La bruja baba-yaga es una de las figuras más misteriosas de la mitología eslava. Afanasiev, en esta colección de cuentos, nos introduce en el mundo de esta extraña anciana.
Aleksandr Afanasiev	Un cuerpo de mujer		¡Nuevo libro de Aleksandr Afanasiev! Un cuerpo de mujer es el tercer título de la trilogía que el autor ruso ha publicado con la editorial Lumen. Un relato de amor y misterio en el que la leyenda de la Dama Blanca se vuelve realidad. La Dama Blanca es una mujer desconocida, de la que se dice que aparece en las noches de luna llena y que lleva consigo el olor de las flores y la fragancia de los árboles. El autor recrea el ambiente de la Rusia de finales del siglo XIX, en un estilo poético y evocador que se mezcla con el misterio y la sensualidad.
Giorgio Agamben	Politica del exilio		¡Un clásico! Politica del exilio es un texto que trata del concepto de exilio en su dimensión política, económica, cultural y filosófica. Giorgio Agamben analiza el significado de exiliarse, el exilio como estado jurídico, el exilio como formación política y el exilio como proceso filosófico. El autor nos plantea en Politica del exilio una reflexión profunda sobre la relación entre la política y el exilio.
Stela Maris Ageitos	La historia de la impunidad	https://covers.openlibrary.org/b/id/5261023-L.jpg	150 casos históricos que explican la impunidad. El crimen es cometido y se espera que la justicia se encargue de castigar al autor. Pero, en ocasiones, eso no sucede y el culpable se queda impune. ¿Por qué? Stela Maris Ageitos nos explica en La historia de la impunidad. Esta investigación, basada en 150 casos históricos, aborda la cuestión de la impunidad desde un enfoque sociológico y demuestra que, a menudo, el sistema jurídico es la principal culpable de este problema.
Enrique Agudo	Punto de vista	https://covers.openlibrary.org/b/id/4477921-L.jpg	100 lecciones de gestión para la pequeña y mediana empresa. Enrique Agudo es uno de los máximos expertos en gestión y empresa familiar. En Punto de vista compartirá con nosotros sus principales lecciones de gestión para la pequeña y mediana empresa, con un enfoque práctico y con ejemplos de empresas reales. Un libro que nos ayudará a mejorar nuestras decisiones y a dar un mejor giro a nuestra empresa.
Joan Aguiar	Viriato contra roma	https://covers.openlibrary.org/b/id/7284847-L.jpg	205 a. C. Aníbal Barca, el general cartaginés, invade Italia. Roma, sin ejército, se enfrenta a la invasión. Un pueblo, los etruscos, se alza contra Roma. Un hombre, Viriato, se pone del lado de los etruscos. Esta es la historia de Viriato contra Roma, del autor Joan Aguiar. Una obra que combina la historia con la ficción para contar la historia de Viriato, el héroe de los etruscos.
Joan Aguiar	Viriato. iberia contra roma	https://covers.openlibrary.org/b/id/7284847-L.jpg	219 aC: el pueblo celtibérico, liderado por Viriato, se subleva contra la dominación romana. La Península se convierte en escenario de una sangrienta guerra de guerrillas que durará dieciséis años.
Hector Aguilar Camin	El error de la luna	https://covers.openlibrary.org/b/id/3837450-L.jpg	¡El error de la luna!, es el título de la última novela de Hector Aguilar Camin. Es una obra que juega con la realidad y la imaginación, con la lógica y la locura, con la ciencia y la misteriosidad. En una entrañable historia de amor y misterio, Hector Aguilar Camin nos lleva de la España actual a la Andalucía medieval, del laboratorio de física a la misteriosa dimensión de los sueños. Un libro de lectura obligada para todos aquellos que disfrutan de un buen thriller.
